RIC,Weight
CAP.SN,0.000862029
SPOT.N,0.038315531
ACS.MC,0.010835413
SUZB3.SA,0.009963248
1COV.DE,0.015256146
LLY.N,0.581548938
ANE.MC,0.002855204
0867.HK,0.002884991
000568.ZK,0.004862083
VALE3.SA,0.083167422
4958.TW,0.003319215
VIE.PA,0.031662044
600970.SH,0.000494691
DFS.N,0.04695297
004000.KS,0.00116158
601919.SH,0.001862815
REG.OQ,0.016508167
SCMA.JK,0.00031099
603568.SH,0.000171487
ACN.N,0.310290032
2318.HK,0.061967979
0772.HK,0.002484388
DOCU.OQ,0.016570482
3529.TWO,0.007264972
3759.HK,0.001033481
000338.ZK,0.001282096
6965.T,0.009726363
300122.ZK,0.001642175
TACN.NS,0.009720094
SECUb.ST,0.006345399
300760.ZK,0.005366732
603345.SH,0.000655043
900909.SS,0.000159032
3045.TW,0.007983054
EVOG.ST,0.036906095
BHEL.NS,0.002261054
SAND.ST,0.033614744
INCY.OQ,0.017300091
600985.SH,0.000413948
LDOS.N,0.01876745
ISA.CN,0.002911889
ICAG.L,0.003419723
000661.ZK,0.0008598
CLN.S,0.00545378
BERA.IS,0.000452501
1301.TW,0.015203369
TXN.OQ,0.25394816
3396.HK,0.000747314
AKE.PA,0.009044204
WY.N,0.038481329
0135.HK,0.004308637
002603.ZK,0.000606212
MNCN.JK,0.000419653
SOIT.PA,0.007129413
BRFS3.SA,0.002224987
1772.HK,0.004095625
PNW.N,0.014218776
CEN.NZ,0.006165139
ISRG.OQ,0.188793311
2050.SE,0.0042538
8015.T,0.017788765
SOMA3.SA,0.001511734
RSW.L,0.002674872
4203.T,0.002020046
EXID.NS,0.002112935
DASH.N,0.03906218
ZURN.S,0.107773751
600062.SH,0.000259157
ELET6.SA,0.0037467
006800.KS,0.002178037
4506.T,0.001182316
MICP.PA,0.033216009
HAGA.IC,0.000846266
600141.SH,0.00041972
300919.ZK,0.000590408
263750.KQ,0.002302195
ADSGn.DE,0.049025489
011790.KS,0.002197048
EDV.AX,0.008093002
SAGAb.ST,0.005737567
BSX.N,0.11547007
DXCO3.SA,0.000800182
300888.ZK,0.000133548
FATTAL.TA,0.001039887
0144.HK,0.003031386
RATB.NS,0.001806549
DCC.L,0.008770243
300133.ZK,0.000192082
GPC.N,0.035708679
7202.SE,0.003757018
PGRD.NS,0.014082935
GBKK.KW,0.002545259
3382.T,0.049941233
DOV.N,0.031917086
002936.ZK,0.000221708
7741.T,0.061281923
1385.HK,0.001125437
002670.ZK,0.00026165
SMTO3.SA,0.001708479
605499.SH,0.000380433
GEN.OQ,0.01620127
603866.SH,8.10E-05
CBKG.DE,0.019858814
ASRNL.AS,0.009970697
3405.T,0.005005575
PTC.OQ,0.024283774
PHOE1.TA,0.002654957
PANW.OQ,0.112773526
VACN.S,0.017121142
1050.SE,0.010750409
MGROS.IS,0.001280171
METSO.HE,0.012649878
NOC.N,0.096494086
4516.T,0.003085111
PRTP.PA,0.060706142
6723.T,0.036252746
2412.TW,0.021505423
BION.NS,0.002248344
032640.KS,0.002667799
QIA.DE,0.015334483
000686.ZK,0.000254212
600648.SH,0.000119695
USIM5.SA,0.001084132
CEZP.PR,0.010180043
7911.T,0.009041501
5832.T,0.001604239
018880.KS,0.001765108
6268.T,0.003803286
1810.SE,0.001649005
FMEG.DE,0.016935634
PKN.WA,0.015058583
688188.SH,0.000416425
NXT.L,0.01702302
CAPS.SI,0.002708196
ATM.NZ,0.003774513
KC.OQ,0.001013529
9433.T,0.074279716
HEPr.AT,0.000776158
BOUY.PA,0.011022851
ORDS.QA,0.004002222
603444.SH,0.000396585
HFGG.DE,0.006294197
200539.SZ,0.000386468
LBTYA.OQ,0.004700906
688599.SH,0.001186709
300672.ZK,0.000265926
SHL.AX,0.016553039
INCO.JK,0.001307535
GOAU4.SA,0.002733666
600415.SH,0.000689621
BMWG.DE,0.057242473
3020.SE,0.001451841
LSXMA.OQ,0.003930058
TTKOM.IS,0.000645329
CSL.AX,0.132557023
PPL.N,0.029567181
601888.SH,0.003322062
YESB.NS,0.006491524
UTDI.DE,0.001808134
CBA.AX,0.180043142
KCHOL.IS,0.005216151
9107.T,0.009509063
002608.ZK,0.000131
CTEC.L,0.006731106
ISB.IC,0.001473152
HD.N,0.488559326
PERS.NS,0.0046403
CAPD.SI,0.010987031
CMIG3.SA,0.001872571
600563.SH,0.000453303
4528.T,0.011597
0010.HK,0.001952604
002299.ZK,0.000381587
600007.SH,0.000206329
7956.T,0.002278621
SEK.AX,0.008864406
NEE.N,0.222133364
FAB.AD,0.025192282
CHRH.CO,0.011830095
ISGYO.IS,0.000318712
MVNE.TA,0.002558539
BOPr.AT,0.004101371
TENR.MI,0.011528213
8628.T,0.000891662
7988.T,0.003578465
601658.SH,0.001626611
603638.SH,0.000236567
688111.SH,0.00296768
WFC.N,0.262483615
2887.TW,0.010842028
601375.SH,0.000193632
2885.TW,0.014192381
ROONE.BX,0.000493727
CPIN.JK,0.003948863
GFCP.PA,0.008668763
9024.T,0.003302264
601995.SH,0.00050276
002217.ZK,0.000143614
ROG.S,0.331574015
SARKY.IS,0.000498763
LSG.OL,0.001593283
HVN.AX,0.002268212
2002.T,0.00473382
ARCLK.IS,0.000849566
002839.ZK,4.92E-05
601326.SH,9.82E-05
EXPD.OQ,0.028801162
600845.SH,0.000853214
FICO.N,0.031115349
6758.T,0.178959122
EUREN.IS,0.000142989
RO.S,0.01488145
336370.KS,0.000540276
EL.N,0.065869672
ABX.TO,0.047156207
EICH.NS,0.008647468
GDDY.N,0.018332597
SHBb.ST,0.00061002
601868.SH,0.001132339
BHP.AX,0.234698289
2314.HK,0.000703962
FOX.OQ,0.006512573
SU.TO,0.058940799
DHG.AX,0.000991315
CBOE.Z,0.022438268
011780.KS,0.00257495
DNP.WA,0.008739215
4220.SE,0.001351439
TEL.N,0.068979499
4676.T,0.000752227
SLCE3.SA,0.001386962
3996.HK,0.000871586
601717.SH,0.000279899
CPRT.OQ,0.061061052
000723.ZK,0.000503352
CSR.AX,0.002726307
9064.T,0.009409342
HUBS.N,0.039036769
5401.T,0.026819238
SLHN.S,0.028726564
SSABa.ST,0.002755887
WLK.N,0.006290991
8136.T,0.003676255
6971.T,0.025558541
SATG_p.DE,0.013184594
SEBc.ST,0.000403554
2451.TW,0.001014309
1402.TW,0.005786971
TELIA.ST,0.008792101
002500.ZK,0.000306166
601229.SH,0.001247551
GE.N,0.183369869
000155.ZK,0.000321497
WIPR.NS,0.011449192
601808.SH,0.000391547
002850.ZK,0.000418298
018260.KS,0.005784619
6186.HK,0.003414761
AZO.N,0.070676399
ASHG.TA,0.000889347
CVS.N,0.141007969
9698.HK,0.002055744
MAPL.SI,0.006484784
601018.SH,0.000323402
4503.T,0.039822651
002244.ZK,0.000367047
CABK.MC,0.024932266
KIOJ.J,0.002064775
900902.SS,0.000137102
600325.SH,0.000290987
MT.AS,0.020061698
3003.T,0.005421256
300383.ZK,0.000279918
300073.ZK,0.000367038
SBRY.L,0.009572065
KYGa.I,0.023495758
CHDRAUIB.MX,0.004027256
0522.HK,0.004954419
688185.SH,9.53E-05
SIPL.KL,0.005288273
128940.KS,0.002446363
REL.L,0.096386135
603000.SH,0.00053723
9432.T,0.050471769
RS1R.L,0.006921176
NFLX.OQ,0.317093965
MAA.N,0.026803971
HALKB.IS,0.000403018
OCI.AS,0.003927
6952.T,0.002747305
000959.ZK,0.000408669
DHLn.DE,0.074034616
000066.ZK,0.000622144
6141.T,0.002795459
002422.ZK,0.0006073
UI.N,0.001134401
LPLA.OQ,0.027769466
601298.SH,0.000158908
300850.ZK,0.000152919
ON.OQ,0.068809511
VBBR3.SA,0.006095683
002563.ZK,9.12E-05
6728.T,0.003227447
5274.TWO,0.003814229
000517.ZK,7.69E-05
7203.T,0.294107657
9042.T,0.010703958
EMPOWER.DU,0.001602491
CMLT.SI,0.011653013
WDAY.OQ,0.06876894
029780.KS,0.001046477
JCDX.PA,0.002177586
ISCTR.IS,0.002437338
WPM.TO,0.030905399
300748.ZK,0.000111322
CCEP.OQ,0.019855345
600188.SH,0.000543692
8053.T,0.03573981
8967.T,0.002967177
INVES.IS,0.000552289
4300.SE,0.003531738
VOLT.NS,0.003263393
601169.SH,0.001441975
ES.N,0.037888335
CEMEXCPO.MX,0.017293497
BASFn.DE,0.071026703
IMPJ.J,0.009561004
ADNOCDRILL.AD,0.002517488
HSBA.L,0.248535919
MGR.AX,0.009518987
TOTS3.SA,0.004130045
300316.ZK,0.001269806
180640.KS,0.001736745
PLTR.N,0.051549061
6361.T,0.006933636
TRGP.N,0.026699542
2892.TW,0.014501973
601009.SH,0.001240308
000591.ZK,0.000382785
3060.SE,0.001284476
3993.HK,0.003516237
0754.HK,0.000992839
ARBN.NS,0.003710757
PSX.N,0.070964731
IMO.TO,0.01333368
ENB.TO,0.112927463
KGX.DE,0.004486587
DUK.N,0.106716303
TDY.N,0.02898923
4681.T,0.001556484
ROCKb.CO,0.00359972
002966.ZK,0.000130758
KNEBV.HE,0.026525158
CTDM.SI,0.00374691
600089.SH,0.001245343
SEIC.OQ,0.00973851
JHX.AX,0.018501832
6305.T,0.004607513
002019.ZK,0.000254856
CFR.S,0.128936124
600096.SH,0.000493872
UNSP.NS,0.005150486
6370.T,0.006684469
000776.ZK,0.001305216
ELISA.HE,0.011996263
2381.SE,0.001736308
006400.KS,0.044267013
ORBIA.MX,0.003393784
8331.T,0.006024103
LART.NS,0.031679558
IFC.TO,0.039694223
TAVHL.IS,0.001029914
4581.T,0.002618523
SGRO.L,0.017891141
INUS.NS,0.002629116
6586.T,0.010708727
4543.T,0.031346733
2600.HK,0.00270195
TRPL4.SA,0.001487086
9501.T,0.008580106
MYTr.AT,0.006062409
BT.L,0.016855786
BMY.N,0.198502699
SASA.IS,0.002808865
BAYGn.DE,0.086523505
STX.OQ,0.018039208
ZI.OQ,0.013739691
0639.HK,0.000792571
603456.SH,0.000312268
8802.T,0.020350034
EONGn.DE,0.043276998
ENELCHILE.SN,0.002713915
YNLG.SI,0.000568904
TUYA.N,0.000560824
2778.HK,0.001002429
DBSM.SI,0.068038754
7010.SE,0.03324161
OYYAT.IS,0.00027077
KPLM.SI,0.010964392
601688.SH,0.00159262
601111.SH,0.001188315
2702.T,0.005221868
LKQ.OQ,0.023570981
UOBH.SI,0.038777409
8795.T,0.011593105
FREG.DE,0.018746971
CUMM.NS,0.004804054
601319.SH,0.000955736
1375.HK,0.000223127
CAG.N,0.023301992
IFF.N,0.031985826
LEGD.PA,0.041968292
PETR4.SA,0.051303405
SEDG.OQ,0.02328193
ICIR.NS,0.004086637
CPN.BK,0.008092435
AIBG.I,0.008694025
SUI.N,0.02456641
EOG.N,0.109874626
2039.HK,0.00063485
COL.MC,0.003181662
ESLT.TA,0.008045706
139130.KS,0.001330887
SAHOL.IS,0.002915299
CPLE6.SA,0.003352277
8010.SE,0.003893483
ABDN.L,0.008814133
XYL.N,0.0400303
4061.T,0.00253355
INLJ.J,0.002554667
BKWB.S,0.004836617
5713.T,0.012328607
002945.ZK,0.000188986
AVIJ.J,0.001920474
CLSJ.J,0.005353888
AMXB.MX,0.045729071
MWDP.PA,0.004247737
3626.T,0.00888801
4704.T,0.008265528
1717.TW,0.001473391
IQ.OQ,0.003379244
8TRA.DE,0.001650911
7747.T,0.005904207
IBE.MC,0.116099839
ISDMR.IS,0.0002936
TTD.OQ,0.059381633
BKOM.PR,0.003803144
0101.HK,0.004012255
601966.SH,0.000302677
2327.TW,0.009394785
600885.SH,0.000244995
1590.TW,0.007298614
TROW.OQ,0.040188899
GF.S,0.009863876
4613.T,0.00436053
8570.T,0.001555315
BLK.N,0.167284804
6902.T,0.045515525
1579.HK,0.00150799
1513.HK,0.000742696
SBIL.NS,0.010266989
ANZ.AX,0.077980791
APA.OQ,0.017884395
BIDJ.J,0.012102738
4151.T,0.007305449
KOG.OL,0.005024237
2206.T,0.002047539
688116.SH,0.000144707
HST.OQ,0.019020103
MA.N,0.508784282
TRGYO.IS,0.000180301
3969.HK,0.000890112
028260.KS,0.010372228
9531.T,0.014210665
200625.SZ,0.001105754
1925.T,0.025974908
CSU.TO,0.06176412
PATH.N,0.010424172
MTEL.BU,0.000695525
6869.T,0.019443924
ARGX.BR,0.041747816
HWM.N,0.028918746
GENA.NS,0.000339516
6701.T,0.019419008
MTC.BK,0.001115777
000739.ZK,0.000291562
601456.SH,0.000287403
002038.ZK,0.000149902
PUBM.KL,0.018857353
456040.KS,0.001067138
007070.KS,0.001011451
WST.N,0.043318302
601238.SH,0.000528633
138040.KS,0.005392599
QBE.AX,0.023449442
NUF.AX,0.002122391
PLNG.NS,0.00312559
688180.SH,0.00044161
4190.SE,0.003871576
2186.HK,0.001309497
RNIJ.J,0.005023964
SPLK.OQ,0.026768245
CRDI.MI,0.069937609
300832.ZK,0.000248425
6460.T,0.005293417
CPRI.MI,0.010765709
6861.T,0.144537672
000671.ZK,2.28E-05
600380.SH,0.000354587
YANZ.SI,0.000930789
IOIB.KL,0.003187432
BAC.N,0.325686612
2618.TW,0.004687045
300373.ZK,0.000348358
139480.KS,0.001781003
2880.TW,0.011063702
4088.T,0.003708056
ALL.N,0.04129103
6504.T,0.008286113
DOL.TO,0.027709496
TTRAK.IS,0.000712079
CZR.OQ,0.017635664
2379.TW,0.009762919
0873.HK,0.000225693
MTB.N,0.033924284
1833.HK,0.00206513
ARPT.TA,0.001517895
2175.T,0.001516964
6030.HK,0.006193381
2609.TW,0.003976368
4901.T,0.032005452
0696.HK,0.002468222
IHTL.NS,0.00597288
MNG.L,0.008300536
2587.T,0.006907139
601222.SH,0.000245503
NVMI.TA,0.005167397
ADBE.OQ,0.371423168
MGM.N,0.022768613
002368.ZK,0.000397366
5876.TW,0.008280441
3481.TW,0.006502298
WHR.N,0.012625347
KLAC.OQ,0.101120412
ICLR.OQ,0.0304644
ITPG.MI,0.006805961
DLPA.NS,0.001534985
TJX.N,0.149368785
2802.T,0.028779977
6098.HK,0.003487555
PSON.L,0.012082273
AHGAZ.IS,0.000405242
3064.T,0.004510721
007310.KS,0.000650107
600588.SH,0.000965647
002287.ZK,6.72E-05
002607.ZK,0.000151481
IP.N,0.016526841
MLSR.TA,0.0026291
ROTLV.BX,0.004451427
2354.TW,0.003114391
300676.ZK,0.000123782
002738.ZK,0.000505005
600516.SH,0.000360717
APTV.N,0.044882892
0688.HK,0.012007753
0347.HK,0.000553766
FLT.AX,0.00331299
SAF.PA,0.082113245
HPCL.NS,0.00327656
PWR.N,0.043672031
300124.ZK,0.001713494
BPI.PS,0.005829204
BRAP4.SA,0.001812221
WRT1V.HE,0.008740067
DALB.NS,0.003120743
FSNE.NS,0.003644632
T.N,0.146659108
002831.ZK,0.00024626
600460.SH,0.000649532
ECILC.IS,0.000353958
600383.SH,0.000454806
0027.HK,0.022671093
0973.HK,0.001539949
AALB.AS,0.006378088
068270.KS,0.019922072
TRV.N,0.060025122
APLH.NS,0.009516481
2454.TW,0.04998176
7476.T,0.001431487
002128.ZK,0.000452971
002475.ZK,0.003638249
ELE.MC,0.010490634
2105.TW,0.003529236
600299.SH,0.000126806
601066.SH,0.001845486
TPG.AX,0.001858806
HOLMb.ST,0.005765294
002440.ZK,0.000116416
6645.T,0.016943546
002050.ZK,0.000425776
383220.KS,0.002177701
ATCOb.ST,0.0299344
5233.T,0.003377175
1398.HK,0.055031168
ARIJ.J,0.001820393
KAREL.IS,0.000145035
3249.T,0.00324092
MHK.N,0.009045153
601788.SH,0.000952571
4004.T,0.00442648
NICE.TA,0.020806948
5802.T,0.014048659
ENRG.TA,0.001452169
LBRDK.OQ,0.015053515
RMV.L,0.008781209
XRAY.OQ,0.013040546
FER.MC,0.023776918
688005.SH,0.000344154
BNPP.PA,0.108764895
002841.ZK,0.000231832
3769.T,0.005032437
INID.NS,0.001080172
024110.KS,0.003331918
9783.T,0.001404825
HUH1V.HE,0.004981929
2912.TW,0.007851725
7013.T,0.005105619
FUNO11.MX,0.006567225
0023.HK,0.002175857
AALI.JK,0.00031091
600085.SH,0.001057219
CINF.OQ,0.023301335
3099.T,0.005458023
MAERSKb.CO,0.014651605
002183.ZK,0.000199886
G24n.DE,0.007414629
600741.SH,0.000857266
010140.KS,0.006423754
9008.T,0.005402869
AIG.N,0.066308406
INED.NS,0.006663923
HEIG.DE,0.01722589
0902.HK,0.004011031
002698.ZK,0.000264892
015760.KS,0.006204744
NZYMb.CO,0.015260719
600282.SH,0.000314204
8012.T,0.002650676
9142.T,0.005202327
0836.HK,0.006545933
SLIN.NS,0.001664721
BMWG_p.DE,0.010043877
9999.HK,0.059060623
CAST.ST,0.007099999
2007.HK,0.003494325
KOJAMO.HE,0.002959327
600332.SH,0.000653845
601211.SH,0.001620191
NRPJ.J,0.004581214
2413.T,0.014710458
OUTJ.J,0.00270341
7011.T,0.01992643
3692.HK,0.00235406
047810.KS,0.00444996
601117.SH,0.000757091
1942.T,0.001356946
SAN.MC,0.09625594
000488.ZK,0.000126015
300413.ZK,0.000928398
600660.SH,0.001077669
RJF.N,0.032656948
4912.T,0.003618138
ABNd.AS,0.01031228
9041.T,0.008889696
AIR.NZ,0.001153337
CP.TO,0.113761996
INF.L,0.020749033
ABBN.S,0.090420366
RHMG.DE,0.019237228
CNHI.MI,0.022755129
SKAb.ST,0.008503755
DRI.N,0.031246282
600639.SH,0.000139081
9992.HK,0.00264551
MAR.OQ,0.074405694
WEIR.L,0.009399371
3040.SE,0.001245715
1810.HK,0.032020967
ACGL.OQ,0.044006644
316140.KS,0.00888023
002007.ZK,0.000588235
2308.TW,0.03882317
CMIG4.SA,0.005000162
688122.SH,0.000500611
GL.N,0.015163284
NEOEN.PA,0.003380734
002594.ZK,0.007152247
NBGr.AT,0.005794404
RDOR3.SA,0.008085595
0083.HK,0.006208266
UCB.BR,0.016677367
600350.SH,0.000231508
600027.SH,0.000604202
8252.T,0.004837077
DHR.N,0.241355044
CTVA.N,0.059832553
CPIJ.J,0.012164022
LYC.AX,0.006618031
0763.HK,0.004460652
CNP.N,0.028277811
9983.T,0.05803568
0956.HK,0.00095869
1721.T,0.003229495
TTWO.OQ,0.038539056
HEIN.AS,0.046672917
AMSJ.J,0.004438738
BMO.TO,0.100677631
WALMEX.MX,0.032233206
BMRN.OQ,0.024569536
3436.T,0.007749644
BDX.N,0.110622361
002635.ZK,0.000142637
CVO.PA,0.003821063
ORLY.OQ,0.089451122
601916.SH,0.000366281
NEKG.DE,0.006019098
3030.SE,0.001758162
000810.KS,0.009423436
PGOLD.PS,0.000815364
MQG.AX,0.068683994
601988.SH,0.002473098
006280.KS,0.000709316
COST.OQ,0.373550946
VEDN.NS,0.001415892
HES.N,0.057808096
3292.T,0.002951459
0960.HK,0.005803967
EPIRa.ST,0.019351239
CFG.N,0.021389344
KZBGY.IS,9.97E-05
NST.AX,0.015636597
4568.T,0.080631561
EFX.N,0.04410591
600048.SH,0.002237534
0700.HK,0.410023314
601899.SH,0.003793577
HUMN.KW,0.00171831
TCS.NS,0.066332926
002074.ZK,0.000711011
MZTF.TA,0.007913033
RADL3.SA,0.009953131
0857.HK,0.023474138
STLD.OQ,0.026578319
CXSE3.SA,0.001451051
LU.N,0.001589978
ALLE.N,0.01677007
601318.SH,0.007661626
2618.HK,0.004000974
1109.HK,0.016788855
UHS.N,0.014106356
TOP.BK,0.002327335
EQTL3.SA,0.009129155
601601.SH,0.002809173
UTOS.SI,0.003825905
ELAN.N,0.008685321
0323.HK,0.000225307
ENAG.MC,0.006789247
0002.HK,0.019498917
2588.HK,0.002635325
ANSS.OQ,0.04610007
WAT.N,0.024229365
0267.HK,0.008170502
AES.N,0.02210734
000738.ZK,0.00045806
8725.T,0.02506509
CPFE3.SA,0.002107964
AKZO.AS,0.021557871
CWY.AX,0.006115638
QNNC.QA,0.002385902
SCG.AX,0.014683037
CSX.OQ,0.104338859
GMAB.CO,0.040423258
1211.HK,0.050521936
STGT.BK,0.000314074
4403.T,0.004315385
055550.KS,0.019466499
603786.SH,0.000164014
3391.T,0.004346521
IEL.AX,0.006533174
ORG.AX,0.015339089
RENA.PA,0.012640005
6088.HK,0.000299597
3900.HK,0.001248439
0604.HK,0.00065173
7313.T,0.001894589
3401.T,0.002973209
8418.T,0.002338354
IETB.BR,0.006048077
1010.SE,0.020911291
AVY.N,0.021789171
000960.ZK,0.000403008
002372.ZK,0.000446872
BKR.OQ,0.054033482
8086.T,0.001292911
9666.HK,0.000500678
096770.KS,0.010817612
AAP.N,0.006260233
BIG.TA,0.001990706
4091.T,0.004776777
ZYDU.NS,0.00283755
452260.KS,0.000201588
2385.TW,0.003074187
1928.HK,0.013306136
DHI.N,0.060570883
HII.N,0.013690709
000002.ZK,0.001979489
RWEG.DE,0.047673782
DTE.N,0.03427663
UPS.N,0.20355251
6849.T,0.003030404
2356.HK,0.000404592
G1AG.DE,0.010392394
KEY.N,0.015183729
1951.HK,0.001338098
603658.SH,0.000166135
300182.ZK,0.000224924
MNSO.N,0.002402354
TREN.NS,0.005696307
KIM.N,0.018883454
TLI.BK,0.001233793
BNS.TO,0.091398457
LASITEB1.MX,0.001140098
EURA.PA,0.005022555
5471.T,0.002291572
IPCA.NS,0.002013718
0753.HK,0.001996787
TEL2b.ST,0.006490944
ADAG.NS,0.003326732
3034.TW,0.011537607
091990.KQ,0.00761056
900936.SS,0.000976192
9401.T,0.000954067
6473.T,0.003166214
DEMANT.CO,0.00588216
2327.T,0.00138958
600438.SH,0.002276365
688696.SH,0.000100134
SLB.N,0.123630694
COF.N,0.066986834
603993.SH,0.000769749
1818.HK,0.002338391
603233.SH,0.000162577
WELL.N,0.059454639
ANDINAB.SN,0.001579174
3800.HK,0.006534147
000120.KS,0.000718107
TTML.NS,0.000682948
096530.KQ,0.0006943
300168.ZK,0.000226447
VIOH.AT,0.000413421
002625.ZK,0.000482134
600338.SH,0.000157185
600373.SH,0.000253895
002507.ZK,0.00030725
FERG.L,0.049895587
600600.SH,0.001055616
FALABELLA.SN,0.003329427
300390.ZK,0.000413163
011210.KS,0.00123076
RYM.NZ,0.003988693
002028.ZK,0.000593395
SHCM.NS,0.006015009
002241.ZK,0.000919379
BPCC.KW,0.001438177
PTT.BK,0.022119978
CPLE3.SA,0.000770135
1066.HK,0.004746281
BURG.KW,0.000983615
LAND.L,0.009031792
AEP.OQ,0.066396777
TEF.MC,0.031089712
600031.SH,0.002178995
012750.KS,0.001207153
009830.KS,0.005487923
GESAN.IS,0.000519155
WDS.AX,0.069921879
FRT.N,0.01242949
CPF.BK,0.004199692
GOOG.OQ,0.973267012
6754.T,0.001786273
0788.HK,0.007832089
016360.KS,0.002742929
1336.HK,0.002818414
1585.HK,0.003350072
HROM.NS,0.007567434
BKGH.L,0.008590352
002292.ZK,0.000224768
QAMC.QA,0.001294394
WLSNc.AS,0.048070916
MPL.AX,0.010119946
2633.TW,0.003099125
EXC.OQ,0.062476283
BC8G.DE,0.005375857
8951.T,0.009973082
600104.SH,0.00178834
PEG.N,0.047425973
002555.ZK,0.000604437
9001.T,0.007862619
000629.ZK,0.000506169
ADI.OQ,0.151286939
KIMBERA.MX,0.003027992
PTTGC.BK,0.003504338
IPN.PA,0.006555956
2615.TW,0.00228218
AMD.OQ,0.287887673
300724.ZK,0.000477199
000001.ZK,0.003243885
7780.T,0.001359543
600583.SH,0.00042899
GOOGL.OQ,1.120072845
APO.N,0.065484175
SMC.PS,0.001079905
688363.SH,0.000447418
4205.T,0.002060035
6818.HK,0.001325061
9910.TW,0.004315885
SAPJ.J,0.001920608
6127.HK,0.000468182
JGS.PS,0.003689049
2357.HK,0.001834902
ISAT.JK,0.001798833
2380.SE,0.001864293
LSXMK.OQ,0.008101306
TYL.N,0.026736568
MINT.BK,0.005476213
002531.ZK,0.000382726
600486.SH,0.000420641
4544.T,0.001564339
L.TO,0.021101372
A.N,0.053744308
NN.AS,0.016238848
601138.SH,0.004736163
TISC.NS,0.017662613
601360.SH,0.001268735
603927.SH,0.000110976
LHAG.DE,0.008925174
0293.HK,0.00164852
SKC.NZ,0.001671077
000596.ZK,0.001488181
LPPP.WA,0.006170664
300763.ZK,0.000621843
2083.SE,0.002575808
000938.ZK,0.000574952
259960.KS,0.006547054
TITN.NS,0.023176374
TFX.N,0.017987372
SN.L,0.020458143
600895.SH,0.000358288
PENTA.IS,0.00031718
BBSE3.SA,0.006450238
2207.TW,0.012170876
ABEV3.SA,0.020318054
2382.TW,0.026359308
3349.T,0.003011959
PAGE.NS,0.003884313
ENR1n.DE,0.012663904
603882.SH,0.000483545
NWSA.OQ,0.011927263
GPN.N,0.045261912
PWFC.NS,0.004788169
2371.T,0.002824388
MRCG.DE,0.032905437
002456.ZK,0.000290924
IPG.N,0.023980228
D.N,0.064968966
VRSN.OQ,0.02967994
002461.ZK,0.000210439
GUJL.NS,0.002102651
INVH.N,0.032399777
9045.T,0.003893354
BRO.N,0.025159661
002326.ZK,0.000192633
2871.T,0.003565521
300463.ZK,0.000101902
7202.T,0.009851224
000166.ZK,0.001563764
MAERSKa.CO,0.008683666
MAHB.KL,0.002508833
8972.T,0.002748106
MAXE.NS,0.008306444
0148.HK,0.002924596
ICL.TA,0.006979448
033780.KS,0.010176559
BEM.BK,0.003046656
4922.T,0.004295006
6655.HK,0.00040829
4552.T,0.000768037
AYGAZ.IS,0.00029521
0011.HK,0.015455644
002385.ZK,0.000422682
600732.SH,0.000664929
TSLA.OQ,1.232602931
300070.ZK,0.000287563
APSE.NS,0.011367473
SRSr.AT,0.000425907
0008.HK,0.00327221
CHILE.SN,0.007302691
MDBI.MI,0.012409117
MBFL.NS,0.003207403
034230.KQ,0.000795366
CRM.N,0.328141133
601669.SH,0.001458955
0123.HK,0.002671198
600585.SH,0.001393636
603288.SH,0.003237124
300347.ZK,0.000704415
CENCOSUD.SN,0.004385388
ROST.OQ,0.057209457
ROSNN.BX,0.000830958
ANGJ.J,0.014874959
TDG.N,0.071565859
LOIM.PA,0.008386317
DELTA.BK,0.01329587
BARC.L,0.049241893
OMVV.VI,0.009821662
1150.SE,0.014558241
CI.N,0.126633887
DKSH.S,0.004371423
LOW.N,0.208950742
9984.T,0.073396096
WES.AX,0.057738565
REDY.NS,0.011666927
TATA.NS,0.003391845
3774.T,0.003135663
GBLB.BR,0.011887452
600030.SH,0.003678217
300759.ZK,0.000212418
CMDG.SI,0.002908895
ANET.N,0.066241782
002202.ZK,0.000560539
SANB11.SA,0.003486808
MAP.MC,0.003045133
MRU.TO,0.01970837
IG.MI,0.004417843
WPHB.KL,0.001258142
EMAR.DU,0.018862665
071050.KS,0.002344517
S32.AX,0.018518129
8986.T,0.002606973
300001.ZK,0.000311899
VOLCARb.ST,0.003987795
DSFIR.AS,0.030381739
002065.ZK,0.000325783
TMO.N,0.307694743
6702.T,0.036020214
PIRC.MI,0.0039523
TEPRF.PA,0.015401004
600536.SH,0.000638307
MAS.N,0.020795195
ANA.MC,0.005431581
3347.HK,0.001111461
SAP.TO,0.007947378
IAG.AX,0.014782787
EKGYO.IS,0.000870634
DFIR.SI,0.001338084
3471.T,0.002920474
MRVL.OQ,0.085549556
GPSC.BK,0.001692893
300682.ZK,0.000340186
000932.ZK,0.000499293
600871.SH,0.000166148
DXCM.OQ,0.081204984
300146.ZK,0.000522766
4519.T,0.027933307
EQH.N,0.015331408
PYPL.OQ,0.127155456
688779.SH,0.000202152
7211.T,0.003406379
SBSP3.SA,0.00587994
LYV.N,0.023249221
000712.ZK,0.000163355
0995.HK,0.000678394
EXHO.PA,0.0143569
0853.HK,0.002563613
KASA.SI,0.002306975
PGSUS.IS,0.001603677
023530.KS,0.000943221
AVTR.N,0.021570776
6690.HK,0.010719915
002249.ZK,0.000143583
020150.KS,0.001446308
002424.ZK,0.000155632
3618.HK,0.001240908
CAH.N,0.036589906
